kreiskey1849,county,rb,occ1849_typefoundry_inst,occ1849_typefoundry_workers,occ1849_printoffice_book_inst,occ1849_printoffice_book_press,occ1849_printoffice_book_workers,occ1849_printoffice_copper_inst,occ1849_printoffice_copper_work,occ1849_lithographic_inst,occ1849_lithographic_workers,occ1849_bookshop_propr,occ1849_bookshop_assi,occ1849_antiquarian_inst,occ1849_lendinglibrary_inst,occ1849_money_propr,occ1849_money_assi,occ1849_wholesaler_propr,occ1849_wholesaler_assi,occ1849_store_wine_propr,occ1849_store_wine_assi,occ1849_store_grain_propr,occ1849_store_grain_assi,occ1849_store_wood_propr,occ1849_store_wood_assi,occ1849_store_wool_propr,occ1849_store_wool_assi,occ1849_wholesale_brokers,occ1849_retail_brokers,occ1849_spicetrader_propr,occ1849_spicetrader_assi,occ1849_mercer_propr,occ1849_mercer_assitants,occ1849_metaltrader_propr,occ1849_metaltrader_assi,occ1849_gallantrytrader_propr,occ1849_gallantrytrader_assist,occ1849_other_trader_propretor,occ1849_other_trader_assi,occ1849_horsedealer,occ1849_chandler,occ1849_victualstrader,occ1849_travel_chandler,occ1849_mar_crew,occ1849_river_crew,occ1849_carriage_propr,occ1849_carriage_assi,occ1849_inn_educated_inns,occ1849_inn_carriage_inns,occ1849_inn_food_innkeepers,occ1849_inn_drink_innkeepers,occ1849_inn_musicians,occ1849_civil_state_senior,occ1849_civil_state_others,occ1849_civil_justice_senior,occ1849_civil_justice_others,occ1849_municipal_senior,occ1849_municipal_others,occ1849_annuitants,occ1849_manualworkers_m,occ1849_manualworkers_f,occ1849_servant_m_conv,occ1849_servant_f_conv
283,"Bergheim","KOL",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,44,48,4,4,0,0,0,3,197,205,29,30,10,10,0,0,2,2,11,2,8,7,0,0,3,1,17,42,0,231,11,0,4,0,6,0,68,27,2619,1447,57,66
284,"Euskirchen","KOL",0,0,2,2,4,0,0,0,0,2,0,0,1,0,0,8,9,1,0,1,0,1,0,0,0,0,0,8,8,21,20,6,6,0,0,2,2,29,239,33,31,0,0,17,8,10,53,6,177,18,1,10,6,5,0,70,32,1588,590,35,121
285,"Rheinbach","KOL",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,14,10,4,0,0,0,0,0,124,8,12,13,2,2,1,1,4,0,9,0,8,27,0,0,22,11,3,13,3,203,18,0,7,3,3,0,12,35,1418,502,10,36
286,"Bonn","KOL",0,0,7,14,30,3,8,4,14,11,16,2,3,2,10,2,8,18,25,30,10,13,7,0,0,0,1,84,53,39,81,6,9,8,15,27,32,44,109,205,24,0,33,53,63,23,47,7,391,103,8,72,7,8,6,74,371,2370,1644,138,736
287,"Cleve","DUS",0,0,2,3,8,0,0,2,5,4,3,0,1,3,7,13,14,4,3,11,2,0,0,0,0,0,7,90,17,54,9,11,0,5,1,28,4,38,49,210,106,0,58,56,56,17,59,7,215,29,0,122,33,11,0,81,405,4144,1972,99,380
288,"Rees","DUS",0,0,6,15,38,0,0,5,24,5,12,0,4,3,4,30,38,10,10,5,1,11,8,1,0,3,9,116,24,39,20,3,1,16,16,61,8,24,126,298,81,0,162,74,70,42,40,26,302,46,1,173,18,23,0,53,265,2535,771,105,657
289,"Duisburg","DUS",0,0,7,11,39,0,0,5,9,5,8,0,4,2,3,156,311,7,8,14,2,20,11,4,5,1,7,340,277,102,129,31,29,16,15,152,131,146,56,348,141,0,1804,104,78,29,86,9,577,22,10,156,36,38,0,70,411,4737,1349,123,307
290,"Geldern","DUS",0,0,4,4,14,0,0,0,0,3,3,0,5,3,6,34,36,7,1,34,25,3,2,2,2,0,13,121,14,86,27,20,7,9,3,21,2,27,221,436,188,0,76,42,42,47,86,111,529,12,1,65,14,13,0,89,203,5714,2740,99,312
291,"Kempen","DUS",0,0,2,2,5,0,0,4,6,2,0,0,0,1,1,55,33,4,0,17,4,0,0,0,0,0,19,325,8,94,6,20,0,10,1,28,0,105,43,171,129,0,0,31,14,29,87,5,372,12,1,72,6,7,0,58,72,2732,1849,7,243
292,"Crefeld","DUS",0,0,3,9,22,0,0,6,10,5,5,1,2,3,28,38,47,8,9,8,3,11,14,0,0,0,27,192,71,53,24,5,1,6,9,8,6,45,95,350,52,0,75,53,56,15,35,4,270,36,2,59,7,10,0,50,624,2223,1141,68,1219
293,"Düsseldorf","DUS",0,0,5,13,62,1,10,10,17,16,21,2,2,12,36,25,53,21,27,32,17,36,11,0,0,14,34,516,290,135,113,29,18,11,15,159,123,120,98,161,141,0,270,52,69,31,83,31,509,71,27,252,58,20,0,179,995,5310,1569,269,308
294,"Elberfeld","DUS",0,0,7,29,70,0,0,12,24,13,21,3,4,7,57,249,635,10,8,11,11,10,6,0,0,14,23,120,121,87,115,25,26,12,1,98,10,51,157,1009,82,0,0,209,201,26,77,16,637,2,0,119,15,41,0,95,299,4016,2670,181,364
295,"Lennep","DUS",0,0,1,1,5,1,1,4,5,1,1,0,2,1,0,169,309,10,5,0,0,3,0,10,9,0,1,147,52,50,42,15,14,5,6,18,2,41,139,255,47,0,0,154,85,21,92,2,519,19,1,16,7,7,0,30,197,1780,838,59,85
296,"Solingen","DUS",0,0,4,4,11,0,0,3,4,3,1,0,1,1,1,110,133,7,2,2,0,16,1,0,0,0,1,132,13,54,20,32,13,10,6,66,5,31,96,439,72,0,7,53,64,30,47,14,420,37,2,9,4,5,0,61,250,3201,1045,26,161
297,"Neuss","DUS",0,0,2,4,12,0,0,3,4,3,2,1,2,1,2,42,37,4,3,20,6,6,2,1,1,5,29,96,3,37,9,5,3,5,1,34,4,34,25,181,18,0,20,37,43,12,82,6,228,48,3,26,6,7,8,66,91,2802,932,23,62
298,"Grevenbroich","DUS",0,0,1,1,2,0,0,0,0,0,0,0,0,2,2,20,28,1,1,30,12,1,0,0,0,0,1,273,12,34,6,6,2,4,0,4,0,23,12,77,18,0,0,16,10,14,38,0,239,6,1,5,5,5,0,46,57,1276,470,45,102
299,"Gladbach","DUS",0,0,2,5,9,0,0,3,10,3,3,0,1,2,6,42,38,2,0,14,1,8,3,2,1,11,2,17,22,37,26,3,2,1,4,9,6,36,40,497,39,0,0,27,22,18,36,3,379,27,1,12,9,10,0,42,58,1514,824,29,102
300,"Simmern","KOB",0,0,2,2,6,0,0,0,0,2,1,0,2,0,0,0,0,2,2,18,0,0,0,0,0,0,13,57,39,17,28,7,2,2,0,5,0,48,79,67,50,0,0,25,23,13,0,0,206,41,1,33,9,10,0,45,49,1338,889,8,74
301,"Coblenz","KOB",0,0,9,15,43,0,0,10,25,2,1,2,1,6,13,9,22,27,25,8,8,15,3,1,0,3,7,103,38,43,23,9,4,17,1,83,20,60,146,159,53,0,265,92,58,22,110,16,327,83,22,211,109,31,1,45,927,3266,2234,130,1369
302,"St. Goar","KOB",0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,5,0,6,3,0,0,0,1,90,7,6,2,8,4,0,0,14,2,12,63,41,47,0,141,29,21,24,39,10,164,50,2,25,5,7,0,50,59,1677,989,10,38
303,"Kreuznach","KOB",0,0,3,6,15,0,0,2,4,5,1,0,3,2,0,1,0,27,23,12,2,3,1,0,0,2,27,77,25,24,28,10,8,6,0,24,0,71,96,68,108,0,0,78,37,28,55,7,307,71,1,45,4,16,0,167,358,2593,1432,44,435
304,"Zell","KOB",0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,19,5,0,0,3,0,0,0,0,0,50,13,9,12,2,2,0,0,0,0,0,100,0,13,0,37,11,3,16,38,9,104,31,1,9,1,3,0,10,14,896,402,0,8
305,"Kochheim","KOB",0,0,2,2,4,0,0,0,0,0,0,0,1,0,0,4,2,11,3,2,0,2,0,0,0,0,0,50,6,1,1,0,0,2,0,7,3,33,121,0,23,0,65,22,8,23,11,0,183,33,1,15,6,7,0,41,38,1845,995,11,114
306,"Mayen","KOB",0,0,2,2,5,0,0,0,0,1,0,0,2,2,0,5,4,3,2,12,7,4,2,0,0,0,7,96,6,6,4,6,5,2,0,64,11,14,94,9,25,0,42,24,20,14,36,16,251,109,1,22,7,13,0,14,163,2067,1338,24,45
307,"Adenau","KOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,12,88,24,65,0,0,6,2,6,15,7,111,19,0,12,1,4,0,20,92,789,345,1,15
308,"Ahrweiler","KOB",0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,16,15,20,2,2,0,0,0,0,3,43,0,14,1,4,2,1,0,1,1,7,80,37,28,0,25,16,8,14,36,0,177,35,1,21,3,7,0,37,92,1594,522,4,40
309,"Neuwied","KOB",0,0,3,6,5,0,0,3,2,5,2,0,3,2,0,12,19,11,12,6,4,9,7,0,0,0,2,101,55,43,49,11,7,8,6,24,15,29,162,65,65,0,126,38,25,25,53,12,287,93,1,18,14,59,0,33,267,4713,2158,74,157
310,"Altenkirchen","KOB",0,0,2,2,6,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,2,0,0,0,0,0,9,11,3,3,1,1,0,0,1,0,10,8,109,55,0,0,8,7,17,32,0,161,3,2,45,12,37,0,26,21,1810,628,2,30
311,"Wetzlar","KOB",0,0,2,2,3,0,0,1,3,1,2,0,3,0,0,3,3,1,2,0,0,6,2,0,0,0,0,71,13,18,6,4,5,0,0,0,0,32,117,36,35,0,0,17,9,7,35,2,201,30,4,39,14,18,0,26,142,1694,1271,28,174
312,"Daun","TRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136,0,4,0,2,0,0,0,0,0,2,17,0,4,0,0,3,3,11,1,7,173,3,3,12,4,10,0,53,8,411,176,3,29
313,"Prüm","TRI",0,0,1,2,5,0,0,1,2,1,1,0,0,0,0,1,1,6,0,6,0,2,0,2,0,0,2,27,0,10,0,7,0,1,0,7,0,0,69,9,14,0,0,6,2,13,52,1,115,1,1,23,6,7,0,88,130,2092,1287,9,35
314,"Bitburg","TRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,46,3,16,7,12,4,4,1,17,1,1,124,67,61,0,31,30,1,23,21,1,188,14,2,29,10,11,0,105,12,2641,1293,7,50
315,"Wittlich","TRI",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,1,1,0,0,0,6,3,7,4,6,0,1,0,6,0,18,178,3,56,0,6,3,2,6,6,0,177,14,0,11,4,4,0,76,28,1618,820,2,54
316,"Trier (Stadt)","TRI",1,3,6,15,55,1,2,2,3,7,15,3,2,4,19,5,9,11,3,10,1,8,12,0,0,0,10,113,34,33,49,11,7,9,5,55,0,66,40,82,10,0,175,40,27,8,55,8,145,28,12,106,19,18,0,36,351,708,423,102,194
317,"Trier (Land)","TRI",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,8,0,0,0,0,0,51,0,1,0,5,0,0,0,1,0,28,80,71,9,0,94,3,0,23,21,20,207,24,1,26,1,7,0,99,57,2046,1212,33,48
318,"Berncastel","TRI",0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,3,3,5,5,2,0,4,3,0,0,0,0,120,35,15,14,10,4,0,0,19,13,13,64,26,26,0,92,11,7,31,28,2,158,28,1,47,7,11,0,218,28,2884,1173,5,70
319,"Saarburg","TRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,20,0,6,0,0,0,0,0,1,0,15,133,0,16,0,180,7,1,3,3,0,167,0,1,27,2,6,0,21,30,1771,1314,6,62
320,"Merzig","TRI",0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,1,91,6,11,4,4,0,1,0,5,0,5,109,0,15,0,132,8,2,10,31,0,124,5,1,16,3,6,0,86,411,3196,2157,11,30
321,"Saarlouis","TRI",0,0,1,4,20,0,0,1,3,3,3,0,0,2,2,0,0,6,0,9,0,6,0,0,0,0,0,7,2,6,6,4,4,1,0,2,1,55,199,78,32,0,143,13,2,12,41,29,232,25,1,46,6,8,0,61,427,2537,998,47,192
322,"Saarbrücken","TRI",0,0,3,7,11,0,0,1,2,3,2,0,2,2,7,21,19,1,0,0,0,0,0,0,0,0,6,10,14,7,6,5,3,0,0,5,2,12,138,39,7,0,52,40,15,6,98,7,169,9,19,79,28,16,0,53,201,2281,931,43,191
323,"Ottweiler","TRI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,19,3,4,0,0,0,3,0,31,176,0,6,0,0,4,1,3,41,0,97,0,0,31,2,5,0,49,13,1521,354,7,15
324,"St. Wendel","TRI",0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,16,7,0,0,0,0,0,14,42,7,7,2,10,5,0,0,0,0,12,71,50,21,0,0,17,3,21,32,1,141,51,1,38,7,8,0,146,33,1128,940,3,20
325,"Erkelens","AAC",0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,10,10,0,0,19,0,5,1,0,0,0,0,283,11,19,2,5,0,0,0,5,0,10,1,27,29,0,0,9,2,8,32,0,313,25,1,19,4,4,0,20,18,1152,739,17,38
326,"Heinsberg","AAC",0,0,1,1,3,0,0,0,0,1,0,0,0,2,0,0,0,2,2,29,1,1,0,0,0,0,0,88,81,12,2,8,3,2,4,0,0,17,30,91,22,0,0,13,15,7,27,0,220,3,2,88,3,3,0,69,43,2039,1248,13,30
327,"Geilenkirchen","AAC",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,6,2,0,0,0,0,151,0,22,2,0,0,0,0,1,0,7,12,22,111,0,0,6,4,3,30,1,237,1,2,44,1,4,0,38,36,809,324,23,82
328,"Jülich","AAC",0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,33,3,5,0,0,0,0,0,93,3,10,0,3,0,2,0,69,0,12,35,84,22,0,0,11,5,6,64,28,285,19,0,25,7,9,0,106,64,3827,1501,27,125
329,"Düren","AAC",0,0,2,3,5,0,0,4,2,7,0,0,1,0,0,16,31,2,1,14,0,10,2,0,0,0,1,122,0,13,1,3,0,7,0,10,0,24,6,183,30,0,0,66,36,6,75,2,334,25,2,24,0,14,0,74,78,3274,952,69,172
330,"Stadt Aachen","AAC",0,0,6,19,34,0,0,6,18,11,29,3,3,11,20,65,123,13,15,15,8,8,9,16,28,3,6,228,203,98,131,19,31,18,29,45,49,63,26,172,21,0,0,38,100,23,18,25,235,36,14,204,55,76,0,72,304,1802,1269,132,217
331,"Landkreis Aachen","AAC",0,0,5,5,9,0,0,0,0,0,0,0,1,0,0,21,33,0,0,4,1,17,3,1,0,0,0,92,56,8,0,1,0,0,0,1,1,13,29,367,72,0,0,63,20,19,63,1,606,25,1,63,7,5,0,56,200,5916,2352,40,93
332,"Eupen","AAC",0,0,2,2,3,0,0,1,1,1,2,0,1,1,1,7,2,0,0,2,2,26,6,3,2,0,2,98,12,8,12,2,2,6,6,2,2,2,26,30,12,0,0,35,32,5,17,3,151,7,0,44,3,3,0,37,76,324,147,57,115
333,"Montjoie","AAC",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,6,2,0,0,0,0,111,0,0,0,3,26,0,0,7,3,3,32,0,103,4,2,28,2,2,0,26,42,1082,296,1,9
334,"Schleiden","AAC",0,0,2,2,4,0,0,0,0,0,0,0,1,0,0,3,0,1,1,4,0,3,0,1,0,0,0,57,20,8,9,6,5,1,0,8,0,1,85,45,21,0,0,27,17,10,91,0,177,16,0,20,1,5,0,10,33,3056,1045,10,49
335,"Malmedy","AAC",0,0,1,1,2,0,0,0,0,1,2,0,0,0,0,4,0,4,4,7,0,6,0,0,0,0,0,124,6,60,7,11,1,7,0,9,0,10,60,23,93,0,0,56,58,9,37,0,227,17,2,67,6,7,3,62,19,3125,2192,13,58
