kreiskey1888,county,rb,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_sco,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_pro_cla,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_sco,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_cat_cla,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_sco,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_ocr_cla,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_sco,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_jew_cla,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_sco,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup,edu1886_mix_cla,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
409,"HAMM","ARN",4331,4174,8505,9059,5077,3,69,27,5,2,101,33,0,2,8,25,0,0,0,0,0,0,0,0,0,0,55,109,0,137,9213,9048,125,3,37,20,58,0,64,4963,11,4952,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"DORTMUND","ARN",1458,1408,2866,7587,7080,0,158,5,0,2,101,49,0,3,11,43,0,0,1,0,0,0,0,0,0,0,11,112,1,111,7587,7587,0,0,0,8,92,0,91,7080,0,7080,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,158,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"DORTMUND","ARN",4643,4396,9039,7446,5257,1,80,12,2,0,80,31,0,2,11,23,0,0,0,0,0,0,0,0,0,0,35,85,0,93,7186,6892,267,0,27,17,52,0,56,4900,16,4879,1,4,0,0,0,0,0,0,0,0,0,2,2,0,2,49,0,0,0,49,2,8,6,2,0,0,0,8,649,538,111,0,0
412,"HORDE","ARN",4728,4712,9440,11699,4716,0,110,6,2,1,110,28,0,2,25,23,0,0,0,0,0,0,0,0,0,0,32,111,0,114,9736,9628,64,0,44,9,50,0,53,4565,3,4562,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,26,0,0,0,26,2,26,24,1,0,1,0,28,2198,2068,90,0,40
413,"BOCHUM","ARN",452,377,829,3917,5192,0,123,0,0,1,37,32,0,2,14,31,0,0,0,0,0,0,0,0,0,0,6,51,0,51,3917,3917,0,0,0,6,63,0,62,5192,0,5192,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,123,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"BOCHUM","ARN",6226,5997,12223,12068,7311,12,64,4,0,0,119,53,0,1,29,35,0,0,0,0,0,0,0,0,0,0,28,133,0,136,10802,10599,168,11,24,15,83,0,82,6748,0,6745,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,37,0,0,0,37,5,20,15,5,0,0,0,21,1868,1469,398,0,1
415,"GELSENKIRCHEN","ARN",4885,4827,9712,7815,10414,14,118,3,0,2,73,61,0,2,21,61,0,0,0,1,0,0,0,0,0,0,25,94,0,94,7799,7779,0,14,6,26,122,1,123,10450,36,10414,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,112,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
416,"HATTINGEN","ARN",3640,3512,7152,7756,4193,0,48,4,1,1,64,28,0,1,16,17,0,0,0,0,0,0,0,0,0,0,31,80,0,89,7818,7755,46,0,17,14,45,0,47,4149,1,4147,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"HAGEN","ARN",2156,2324,4480,3968,1494,15,25,0,0,1,42,8,1,1,11,9,0,0,0,0,0,0,0,0,0,0,9,54,0,55,3983,3968,0,15,0,4,17,0,17,1494,0,1494,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
418,"HAGEN","ARN",5125,4968,10093,9664,2299,120,10,7,2,0,99,13,0,0,13,13,0,0,0,1,0,0,0,0,0,0,47,112,1,125,9865,9664,71,120,10,9,26,0,27,2228,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,"SCHWELM","ARN",3630,3644,7274,9062,807,32,11,2,0,0,91,6,0,1,17,2,0,0,0,0,0,0,0,0,0,0,38,108,0,120,9291,9062,194,32,3,3,8,0,8,613,0,613,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"ISERLOHN","ARN",3914,4110,8024,7440,5085,6,95,6,0,3,85,30,0,3,0,24,0,0,0,0,0,0,0,0,0,0,32,85,0,107,7581,7426,104,6,45,13,54,0,58,4995,14,4981,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
421,"ALTENA","ARN",6371,6370,12741,12356,993,131,29,19,4,1,133,8,0,1,8,4,0,0,0,0,0,0,0,0,0,0,69,141,0,155,12607,12356,107,131,13,6,12,0,12,889,0,886,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
422,"OLPE","ARN",2857,2804,5661,263,7149,0,14,1,13,0,3,67,0,0,0,29,0,0,1,0,0,0,0,0,0,0,2,3,0,3,185,185,0,0,0,64,96,1,98,7241,78,7149,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,"SIEGEN","ARN",6489,6558,13047,11962,2421,323,39,14,8,1,158,29,0,1,1,7,0,0,0,0,0,0,0,0,0,0,89,159,0,173,12426,11958,128,323,17,27,36,0,38,2297,4,2293,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
424,"WITTGENSTEIN","ARN",2182,2181,4363,4120,146,10,87,22,1,2,53,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,43,52,0,66,3886,3835,18,10,23,2,2,0,2,101,0,101,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,39,0,0,0,39,1,5,3,1,0,1,0,5,337,285,27,0,25
425,"KASSEL","KAS",0,0,0,6681,739,74,36,0,0,0,105,6,0,0,19,3,0,0,0,0,0,0,0,0,0,0,6,124,0,126,6903,6681,112,74,36,1,9,0,10,627,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"KASSEL","KAS",4087,4144,8231,8750,90,19,51,50,0,1,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,92,0,124,8859,8750,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
427,"ESCHWEGE","KAS",3166,3149,6315,7595,95,5,185,73,1,7,104,1,0,9,0,0,0,0,0,1,0,1,2,1,0,0,70,104,3,128,7634,7595,31,5,3,1,1,1,1,64,0,64,0,0,0,0,0,0,0,0,0,0,0,9,9,1,9,182,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"FRITZLAR","KAS",2522,2313,4835,4613,441,0,260,46,2,4,57,5,0,7,0,2,0,0,0,0,0,1,0,0,0,0,46,57,1,68,4637,4613,12,0,12,3,7,0,7,429,0,429,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,248,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"HOFGEISMAR","KAS",3269,3209,6478,7095,32,26,91,56,0,3,80,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,50,81,0,107,7180,7095,32,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"HOMBERG","KAS",1893,1865,3758,4011,5,12,96,48,0,0,59,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,51,61,0,61,4040,4011,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,84,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"MELSUNGEN","KAS",2740,2696,5436,5601,11,5,164,63,0,4,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,74,0,91,5625,5601,11,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,156,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0
432,"ROTENBURG","KAS",2981,2920,5901,6216,66,23,238,62,1,4,75,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,55,75,3,98,6288,6216,25,23,24,1,1,0,1,41,0,41,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,214,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"WITZENHAUSEN","KAS",2474,2383,4857,5838,26,78,49,55,0,0,80,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,55,81,0,102,5947,5838,26,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"WOLFHAGEN","KAS",2084,2063,4147,4282,560,0,105,34,1,2,49,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,34,49,0,70,4301,4282,1,0,18,2,7,0,7,559,0,559,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,87,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
435,"MARBURG","KAS",3191,3249,6440,6830,318,103,114,73,4,1,98,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,72,100,0,121,6991,6829,9,103,50,4,5,0,6,310,1,309,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
436,"FRANKENBERG","KAS",2049,2057,4106,4656,4,14,110,49,0,5,68,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,68,0,83,4690,4656,4,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,94,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
437,"KIRCHHAIN","KAS",1767,1738,3505,2283,1836,0,173,29,14,2,33,22,0,4,0,3,0,0,0,0,0,0,0,0,0,0,25,33,0,35,2316,2280,17,0,19,14,25,0,28,1844,3,1819,0,22,0,0,0,0,0,0,0,0,0,4,4,0,4,132,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0
438,"ZIEGENHAIN","KAS",3018,2984,6002,6200,17,9,164,67,0,3,82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,82,0,111,6302,6200,17,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,88,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
439,"FULDA","KAS",3401,3496,6897,397,8291,0,62,2,40,1,6,80,0,1,1,10,0,0,0,1,0,0,0,0,0,0,2,7,0,7,373,368,0,0,5,53,90,1,136,8355,29,8291,0,35,0,0,0,0,0,0,0,0,0,1,1,0,1,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
440,"HERSFELD","KAS",3165,3092,6257,6736,40,36,137,60,0,2,85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,85,0,113,6815,6736,40,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,134,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"HUNFELD","KAS",2439,2363,4802,1653,2983,0,287,16,24,7,18,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,26,1626,1622,4,0,0,28,34,0,50,3046,31,2979,0,36,0,0,0,0,0,0,0,0,0,8,8,0,8,251,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"HANAU","KAS",0,0,0,1997,505,20,7,0,0,0,33,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,37,7,0,0,0,49,2529,1997,505,20,7
443,"HANAU","KAS",3258,3159,6417,5638,866,3,233,43,5,3,68,9,0,5,0,1,0,0,1,0,0,1,0,0,0,0,30,68,2,86,5750,5592,57,3,98,4,10,0,12,855,46,809,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,135,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0
444,"GELNHAUSEN","KAS",3593,3608,7201,5362,2690,6,223,49,16,3,76,31,0,3,1,3,0,0,0,0,0,0,0,0,0,0,57,77,0,107,5491,5330,37,6,118,21,34,0,47,2702,32,2653,0,17,0,0,0,0,0,0,0,0,0,3,3,0,3,88,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
445,"SCHLUCHTERN","KAS",2752,2791,5543,4073,1587,0,267,37,10,1,50,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35,50,1,73,4262,4064,29,0,169,16,19,0,30,1616,9,1558,0,49,0,0,0,0,0,0,0,0,0,1,1,0,1,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"SCHMALKALDEN","KAS",1965,1981,3946,5719,5,66,71,31,0,0,66,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,31,66,7,85,5814,5719,5,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,47,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"SCHAUMBURG","KAS",2998,2986,5984,7139,100,0,52,39,2,3,83,2,0,3,4,0,0,0,2,0,0,0,0,0,0,0,60,87,2,124,7167,7139,14,0,14,2,2,0,2,86,0,86,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
448,"GERSFELD","KAS",1855,1910,3765,1594,2300,0,92,14,21,2,26,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,30,1587,1581,0,0,6,27,31,0,53,2358,13,2300,0,45,0,0,0,0,0,0,0,0,0,2,2,0,2,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
449,"BIEDENKOPF","WIE",4189,3940,8129,8173,19,23,86,59,0,0,94,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,84,98,0,159,8288,8173,19,23,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
450,"DILLKREIS","WIE",3252,3187,6439,6603,130,140,17,68,0,0,91,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,70,84,2,109,6147,5926,78,137,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,2,0,0,0,11,743,677,52,3,11
451,"OBERWESTERWALDKREIS","WIE",2350,2419,4769,3377,1372,5,15,13,5,0,54,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,48,2,53,2904,2790,107,2,5,18,19,0,20,1170,166,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,4,0,0,0,14,695,421,261,3,10
452,"WESTERBURG","WIE",3012,2874,5886,1456,4379,0,51,5,27,0,24,59,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,23,0,29,1456,1416,13,0,27,50,62,0,66,4188,8,4156,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,3,242,32,210,0,0
453,"UNTERWESTERWALDKREIS","WIE",3376,3327,6703,1436,6203,0,69,10,21,0,25,71,0,0,0,14,0,0,1,0,0,0,0,0,0,0,15,22,1,25,1348,1246,62,0,40,52,77,0,91,5750,29,5718,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,8,0,0,0,10,610,161,423,0,26
454,"OBERLAHNKREIS","WIE",3634,3443,7077,5620,2099,42,90,40,9,0,74,20,0,0,2,5,0,0,0,0,0,0,0,0,0,0,53,71,0,98,5432,5275,64,42,51,10,24,0,28,2009,10,1982,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,0,0,0,7,410,335,53,0,22
455,"LIMBURG","WIE",3153,3161,6314,1464,7879,0,98,10,37,0,22,80,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,16,0,16,1151,1127,12,0,12,37,78,0,93,5982,33,5924,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,6,23,0,0,0,31,2308,304,1943,0,61
456,"UNTERLAHNKREIS","WIE",3666,3702,7368,6379,1375,0,134,40,5,0,95,14,0,1,2,5,0,0,0,0,0,0,0,0,0,0,59,71,0,96,4868,4620,195,0,53,6,8,0,10,537,23,506,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,13,8,37,26,11,0,0,0,37,2470,1736,674,0,60
457,"SANKT GOARSHAUSEN","WIE",2684,2619,5303,3759,3281,3,93,32,13,0,50,36,0,0,1,6,0,0,0,3,0,0,0,0,0,0,31,34,3,45,2539,2286,209,1,43,14,22,0,25,1587,44,1525,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,17,20,0,0,0,39,3010,1429,1547,2,32
458,"RHEINGAUKREIS","WIE",1526,1516,3042,189,5619,1,26,0,32,0,3,51,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,2,56,4078,71,4000,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,18,0,0,0,21,1757,118,1619,1,19
459,"WIESBADEN","WIE",2326,2298,4624,4636,2646,7,84,25,8,0,59,29,0,0,5,4,0,0,0,0,0,0,0,0,0,0,16,29,0,38,2101,1964,98,2,37,4,9,0,11,706,6,696,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,35,24,0,0,0,61,4566,2666,1852,5,43
460,"UNTERTAUNUSKREIS","WIE",3101,3064,6165,4974,1352,1,86,47,10,0,78,22,0,0,2,0,0,0,2,4,0,0,0,0,0,0,58,66,4,72,4084,3810,245,0,29,14,16,2,16,1000,166,833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,14,6,0,0,0,23,1329,998,274,1,56
461,"USINGEN","WIE",2007,1980,3987,2698,1393,8,33,26,9,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,0,47,2247,2207,17,5,18,9,15,0,21,1171,13,1153,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,4,0,0,0,12,714,478,223,0,13
462,"OBERTAUNUSKREIS","WIE",2499,2399,4898,2040,3865,2,24,11,25,0,27,55,0,0,0,0,0,0,3,2,0,0,0,0,0,0,9,17,0,22,1230,1192,26,1,11,24,42,1,54,2914,117,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,10,13,0,0,4,24,1787,731,1042,1,13
463,"HOCHST","WIE",1784,1731,3515,2078,3319,0,32,14,13,0,28,36,0,0,0,9,0,0,1,3,0,2,0,0,0,0,8,13,2,18,923,859,49,0,15,7,20,4,24,1548,85,1453,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,15,25,0,0,0,41,2958,1134,1817,0,7
464,"FRANKFURT","WIE",1939,1963,3902,5986,2056,7,52,18,4,0,79,22,0,0,9,3,0,0,0,2,0,3,0,0,0,0,12,49,2,59,3769,3426,333,0,10,3,17,0,18,1128,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,39,8,0,0,3,48,3204,2560,595,7,42
465,"WIESBADEN","WIE",404,456,860,2632,1317,18,5,0,0,0,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,62,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,41,23,0,0,0,64,3910,2589,1298,18,5
466,"FRANKFURT","WIE",128,111,239,7849,3822,23,346,0,0,0,124,59,0,3,33,16,0,4,0,6,0,0,1,1,0,1,5,36,1,34,1713,1618,95,0,0,4,29,5,30,1522,0,1522,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,245,1,0,0,244,8,169,121,46,0,2,2,150,8560,6230,2205,23,102
467,"KOBLENZ","KOB",243,224,467,570,2733,0,33,0,0,0,9,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,9,0,9,605,570,2,0,33,9,44,0,44,2731,0,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"KOBLENZ","KOB",1947,1896,3843,715,8334,14,134,3,33,0,7,67,0,0,1,43,0,0,1,0,0,0,0,0,0,0,2,6,1,8,512,492,4,0,16,39,105,0,119,8235,113,7994,14,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,0,0,0,7,450,110,336,0,4
469,"SANKT GOAR","KOB",2525,2577,5102,1235,6113,0,83,12,32,0,19,72,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,15,0,18,957,933,19,0,5,56,81,0,84,5961,8,5887,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,0,0,8,513,294,207,0,12
470,"KREUZNACH","KOB",4477,4405,8882,6374,5605,8,257,54,35,0,101,70,0,0,0,11,0,0,0,1,0,0,0,0,0,0,61,94,1,99,6141,5898,31,8,204,56,78,0,88,5351,11,5297,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,3,0,0,0,12,752,465,277,0,10
471,"SIMMERN","KOB",3392,3249,6641,3835,2710,0,96,42,26,0,73,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,64,73,1,75,3944,3833,20,0,91,44,50,0,52,2697,2,2690,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"ZELL","KOB",1982,1931,3913,1701,3741,0,53,12,23,0,25,46,0,0,1,12,0,0,0,0,0,0,0,0,0,0,15,21,0,21,1242,1155,55,0,32,41,56,0,64,3674,40,3613,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,2,0,0,0,7,579,506,73,0,0
473,"KOCHEM","KOB",2058,2115,4173,47,7099,0,88,0,42,0,0,77,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,102,0,114,7234,47,7099,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"MAYEN","KOB",2646,2649,5295,134,10402,4,168,2,45,1,2,97,0,1,0,43,0,0,0,0,0,0,0,0,0,0,2,2,0,2,113,99,0,0,14,74,140,0,164,10539,35,10402,4,98,0,0,0,0,0,0,0,0,0,1,1,0,1,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"ADENAU","KOB",1800,1837,3637,13,4073,0,1,0,18,0,0,65,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,0,75,4087,13,4073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,"AHRWEILER","KOB",2201,2162,4363,148,6578,0,46,2,25,0,2,69,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,2,0,2,112,109,0,0,3,60,92,0,101,6660,39,6578,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"NEUWIED","KOB",5004,5019,10023,5300,8355,13,181,16,14,2,71,76,0,3,0,29,0,0,2,1,0,0,0,0,0,0,50,71,3,89,5374,5242,73,7,52,55,105,0,130,8386,58,8282,6,40,0,0,0,0,0,0,0,0,0,3,3,0,3,89,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"ALTENKIRCHEN","KOB",5900,5810,11710,6116,6127,44,66,14,10,0,83,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,80,0,89,6084,5865,135,44,40,54,68,0,77,5981,69,5906,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,4,288,182,86,0,20
479,"WETZLAR","KOB",3956,3920,7876,8200,317,77,155,80,1,0,115,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,78,115,0,148,8460,8200,51,77,132,1,4,0,5,289,0,266,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"MEISENHEIM","KOB",1090,1171,2261,1821,389,0,51,25,5,0,32,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,34,1935,1821,91,0,23,5,5,0,5,313,0,298,0,15,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
481,"KLEVE","DUS",2832,2652,5484,942,8427,0,61,9,6,2,16,68,0,3,2,43,0,0,0,0,0,0,0,0,0,0,12,18,0,20,888,882,1,0,5,42,111,0,118,8486,60,8426,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"REES","DUS",2830,2673,5503,3620,7245,0,87,16,7,3,43,46,0,4,7,43,0,0,0,0,0,0,0,0,0,0,22,50,0,52,3711,3602,95,0,14,30,89,0,97,7173,18,7150,0,5,0,0,0,0,0,0,0,0,0,4,4,0,4,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
